relationship_id,start_id,end_id,relationship_type,predicate_zh,start_name,end_name,source
relgen_47491085279ebdf7279a,entity_CP_MGT_014,category_MGT,BELONGS_TO,属于,麦秆贴画展翅舞松涛图,麦秆贴画,广东民间工艺博物馆官网
relgen_2c17ae047da0f7be5b9c,entity_CP_MGT_015,category_MGT,BELONGS_TO,属于,麦秆贴画彩蝶纷飞图,麦秆贴画,广东民间工艺博物馆官网
relgen_c6831a4241b49c236f62,entity_CP_MO_001,category_MO,BELONGS_TO,属于,养性殿彩墨,墨,广东民间工艺博物馆官网
relgen_4a60edb07ba4e26bf487,entity_CP_MO_002,category_MO,BELONGS_TO,属于,仿程君房东岳泰山图墨,墨,广东民间工艺博物馆官网
relgen_4d3caa1739cc9d821401,entity_CP_MO_003,category_MO,BELONGS_TO,属于,仿胡开文云行雨施墨,墨,广东民间工艺博物馆官网
relgen_71303f00f884cbd860cb,entity_CP_MO_004,category_MO,BELONGS_TO,属于,凤阁书云彩墨,墨,广东民间工艺博物馆官网
relgen_c125564ed681c02565ca,entity_CP_MO_005,category_MO,BELONGS_TO,属于,仿程君房爵禄封侯图墨,墨,广东民间工艺博物馆官网
relgen_b9ac4a72de7f4f0f4db4,entity_CP_MO_006,category_MO,BELONGS_TO,属于,仿程君房百子图墨,墨,广东民间工艺博物馆官网
relgen_f1db8e1e641ecf5b4b33,entity_CP_MO_007,category_MO,BELONGS_TO,属于,仿唐代铜镜墨,墨,广东民间工艺博物馆官网
relgen_4a28fdab7cdb6ff185c3,entity_CP_MO_008,category_MO,BELONGS_TO,属于,鱼戏莲图彩墨,墨,广东民间工艺博物馆官网
relgen_9741715421bcff516bc7,entity_CP_MO_009,category_MO,BELONGS_TO,属于,程君房山水诗文墨,墨,广东民间工艺博物馆官网
relgen_c28f0802c7e4a41e0527,entity_CP_MO_010,category_MO,BELONGS_TO,属于,汪乾章八仙图墨,墨,广东民间工艺博物馆官网
relgen_b5ddf13eadc5a90f9a6b,entity_CP_MO_011,category_MO,BELONGS_TO,属于,仿秦铁权墨,墨,广东民间工艺博物馆官网
relgen_cdb9f675355c5d45a109,entity_CP_MO_012,category_MO,BELONGS_TO,属于,仿方于鲁百子图墨,墨,广东民间工艺博物馆官网
relgen_0693c6eb235f5855f038,entity_CP_MO_013,category_MO,BELONGS_TO,属于,仿程君房山水楼阁图墨,墨,广东民间工艺博物馆官网
relgen_d02b2a8f14bcfae41afc,entity_CP_MO_014,category_MO,BELONGS_TO,属于,程君房莲花诗文墨,墨,广东民间工艺博物馆官网
relgen_5f1f4a6eafaace9026c5,entity_CP_MO_015,category_MO,BELONGS_TO,属于,睢阳五老之王涣图墨,墨,广东民间工艺博物馆官网
relgen_17b2e119f1ce02ca5187,entity_CP_MO_016,category_MO,BELONGS_TO,属于,宝塔墨,墨,广东民间工艺博物馆官网
relgen_138bd77d3e50d670bea8,entity_CP_MO_017,category_MO,BELONGS_TO,属于,千岁苓墨,墨,广东民间工艺博物馆官网
relgen_87b70c9f5a7339da89b9,entity_CP_MO_018,category_MO,BELONGS_TO,属于,清嘉庆睢阳五老之王涣图墨,墨,广东民间工艺博物馆官网
relgen_3b2e94ae5238e10c0a2a,entity_CP_MO_019,category_MO,BELONGS_TO,属于,民国云行雨施墨,墨,广东民间工艺博物馆官网
relgen_ad9db80f2b9f3a66aa78,entity_CP_MO_020,category_MO,BELONGS_TO,属于,清晚期汪乾章八仙图墨,墨,广东民间工艺博物馆官网
relgen_70063e733578a4242fe7,entity_CP_MO_021,category_MO,BELONGS_TO,属于,清中期鱼戏莲图彩墨,墨,广东民间工艺博物馆官网
relgen_6a8e36e9f96ef3597dc7,entity_CP_MO_022,category_MO,BELONGS_TO,属于,清康熙十二年养性殿彩墨,墨,广东民间工艺博物馆官网
relgen_d9092a0559151e455f33,entity_CP_MO_023,category_MO,BELONGS_TO,属于,清光绪仿秦铁权墨,墨,广东民间工艺博物馆官网
relgen_c1eae36365d30f4393f6,entity_CP_MO_024,category_MO,BELONGS_TO,属于,明万历四年程君房山水诗文墨,墨,广东民间工艺博物馆官网
relgen_bad134e75c299bbc92a3,entity_CP_MBNH_001,category_MBNH,BELONGS_TO,属于,佛山木版年画老鼠嫁女图,木板年画,广东民间工艺博物馆官网
relgen_e7fab49bd5f3f57529eb,entity_CP_MBNH_002,category_MBNH,BELONGS_TO,属于,佛山木版年画梅花童子图,木板年画,广东民间工艺博物馆官网
relgen_4d433c3f311d3b7a757d,entity_CP_MBNH_003,category_MBNH,BELONGS_TO,属于,佛山木版年画鱼藻图,木板年画,广东民间工艺博物馆官网
relgen_64ab82ef6989f13d0573,entity_CP_MBNH_004,category_MBNH,BELONGS_TO,属于,佛山木版年画双狮戏球榜首,木板年画,广东民间工艺博物馆官网
relgen_24ec1c1c911ed2757efc,entity_CP_MBNH_005,category_MBNH,BELONGS_TO,属于,佛山木版年画观音、天后、北帝、华光、关帝神像图,木板年画,广东民间工艺博物馆官网
relgen_60ce84eead5dd1905413,entity_CP_MBNH_006,category_MBNH,BELONGS_TO,属于,佛山木版年画胜意蚕姑坐镇图,木板年画,广东民间工艺博物馆官网
relgen_54d2c09feefac0ac7cd5,entity_CP_MBNH_007,category_MBNH,BELONGS_TO,属于,佛山木版年画牡丹榜首,木板年画,广东民间工艺博物馆官网
relgen_6c77e97de49d8f932337,entity_CP_MBNH_008,category_MBNH,BELONGS_TO,属于,佛山木版年画五谷丰登 丰衣足食图,木板年画,广东民间工艺博物馆官网
relgen_36ce24d3bbd0fad4025f,entity_CP_QC_001,category_QC,BELONGS_TO,属于,灰青釉绘云鹤罐,青瓷,广东民间工艺博物馆官网
relgen_409bb21cda67afcaf974,entity_CP_QC_002,category_QC,BELONGS_TO,属于,黄釉刻莲瓣碗,青瓷,广东民间工艺博物馆官网
relgen_3eb03ce178c9a7dfeea9,entity_CP_QC_003,category_QC,BELONGS_TO,属于,青黄釉菊花纹碗,青瓷,广东民间工艺博物馆官网
relgen_3dce4bee6595ed7cc747,entity_CP_QC_004,category_QC,BELONGS_TO,属于,龙泉窑棕黄釉外刻莲瓣碗,青瓷,广东民间工艺博物馆官网
relgen_7d9e6aae415489dd826b,entity_CP_QC_005,category_QC,BELONGS_TO,属于,龙泉窑黄釉贴双鱼盘,青瓷,广东民间工艺博物馆官网
relgen_29ba5533f1fd2fee7eea,entity_CP_QC_006,category_QC,BELONGS_TO,属于,青釉鸡首双耳壶,青瓷,广东民间工艺博物馆官网
relgen_b57d69c8ef7018f0d2c3,entity_CP_QC_007,category_QC,BELONGS_TO,属于,龙泉窑淡青釉刻斜纹五管瓶,青瓷,广东民间工艺博物馆官网
relgen_92d769f5084a0566ded2,entity_CP_QC_008,category_QC,BELONGS_TO,属于,龙泉窑青黄釉刻莲花暖碗,青瓷,广东民间工艺博物馆官网
relgen_fd9f019691283850c03c,entity_CP_QC_009,category_QC,BELONGS_TO,属于,龙泉窑青黄釉刻莲瓣五管瓶,青瓷,广东民间工艺博物馆官网
relgen_5760a6927747c9cf750d,entity_CP_QC_010,category_QC,BELONGS_TO,属于,耀州窑橄榄青釉印菊花纹碗,青瓷,广东民间工艺博物馆官网
relgen_34c0944e5d41f30af337,entity_CP_QC_011,category_QC,BELONGS_TO,属于,橄榄青釉碗,青瓷,广东民间工艺博物馆官网
relgen_4f6d1c443366ed3ba037,entity_CP_QC_012,category_QC,BELONGS_TO,属于,灰青釉牡丹花盒,青瓷,广东民间工艺博物馆官网
relgen_29fa8a812afaee4017e1,entity_CP_QC_013,category_QC,BELONGS_TO,属于,岳州窑黄釉高足杯,青瓷,广东民间工艺博物馆官网
relgen_eae30c006481b4bb8a79,entity_CP_QC_014,category_QC,BELONGS_TO,属于,龙泉窑青釉刻花壶,青瓷,广东民间工艺博物馆官网
relgen_168338d69ac581db634d,entity_CP_QC_015,category_QC,BELONGS_TO,属于,龙泉窑黄釉雕龙瓶,青瓷,广东民间工艺博物馆官网
relgen_cd68ef2191224a897e09,entity_CP_QC_016,category_QC,BELONGS_TO,属于,龙泉窑粉青釉琮瓶,青瓷,广东民间工艺博物馆官网
relgen_f135cecc998fac713ada,entity_CP_QC_017,category_QC,BELONGS_TO,属于,青釉弦纹双耳罐,青瓷,广东民间工艺博物馆官网
relgen_2f301b2a124b941b9aab,entity_CP_QC_018,category_QC,BELONGS_TO,属于,岳州窑青黄釉莲花碗,青瓷,广东民间工艺博物馆官网
relgen_bd6c6880f8b2f740c249,entity_CP_QC_019,category_QC,BELONGS_TO,属于,灰青釉刻云凤纹碗,青瓷,广东民间工艺博物馆官网
relgen_4014b0a4e1210ea6cd04,entity_CP_QC_020,category_QC,BELONGS_TO,属于,龙泉窑青釉刻莲瓣五管瓶,青瓷,广东民间工艺博物馆官网
relgen_113df0c8a4a420fff799,entity_CP_QC_021,category_QC,BELONGS_TO,属于,越窑青黄釉刻莲瓣五管瓶,青瓷,广东民间工艺博物馆官网
relgen_3fa739bcb196aaee7c88,entity_CP_QC_022,category_QC,BELONGS_TO,属于,枢府窑青白釉刻花卉盘,青瓷,广东民间工艺博物馆官网
relgen_ea605b6ca4dfbd8e323a,entity_CP_QC_023,category_QC,BELONGS_TO,属于,龙泉窑粉青釉瓜棱形壶,青瓷,广东民间工艺博物馆官网
relgen_7dbaa21b948107f0d329,entity_CP_QC_024,category_QC,BELONGS_TO,属于,青釉虎子,青瓷,广东民间工艺博物馆官网
relgen_28167ee734abb4704319,entity_CP_QC_025,category_QC,BELONGS_TO,属于,青黄釉蛙型水注,青瓷,广东民间工艺博物馆官网
relgen_6f647b2e430b60a683e1,entity_CP_QC_026,category_QC,BELONGS_TO,属于,龙泉窑粉青釉人物碗,青瓷,广东民间工艺博物馆官网
relgen_6f415498691ca2ef77ef,entity_CP_QC_027,category_QC,BELONGS_TO,属于,青黄釉刻莲瓣罐,青瓷,广东民间工艺博物馆官网
relgen_8fa6291bcf39b8add1a1,entity_CP_QC_028,category_QC,BELONGS_TO,属于,长沙铜官窑贴人物执壶,青瓷,广东民间工艺博物馆官网
relgen_7a46a5c8bae69975af94,entity_CP_QC_029,category_QC,BELONGS_TO,属于,龙泉窑青黄釉印人物文字碗,青瓷,广东民间工艺博物馆官网
relgen_e9f019c8a38d3e4f76d9,entity_CP_QC_030,category_QC,BELONGS_TO,属于,临汝窑青釉刻牡丹碗,青瓷,广东民间工艺博物馆官网
relgen_9e9f5d6a43deae66aa8a,entity_CP_QC_031,category_QC,BELONGS_TO,属于,龙泉窑粉青釉观音北帝神龛,青瓷,广东民间工艺博物馆官网
relgen_8a47e987a6fbeafbe342,entity_CP_QC_032,category_QC,BELONGS_TO,属于,灰青釉猴头形笛,青瓷,广东民间工艺博物馆官网
relgen_239abe700373e9b20935,entity_CP_QC_033,category_QC,BELONGS_TO,属于,青釉刻莲瓣五管瓶,青瓷,广东民间工艺博物馆官网
relgen_afedc5ffd3981a2fc72a,entity_CP_QC_034,category_QC,BELONGS_TO,属于,仿哥窑青绿釉暖碗,青瓷,广东民间工艺博物馆官网
relgen_95498e691d352d50d2f5,entity_CP_QC_035,category_QC,BELONGS_TO,属于,龙泉窑青釉刻山水菱花口碗,青瓷,广东民间工艺博物馆官网
relgen_f988fceb4f88ce070c06,entity_CP_QC_036,category_QC,BELONGS_TO,属于,龙泉窑黄釉贴佛像瓶,青瓷,广东民间工艺博物馆官网
relgen_2db4d738dd4a6b9cf17e,entity_CP_QC_037,category_QC,BELONGS_TO,属于,青黄釉鸡笼,青瓷,广东民间工艺博物馆官网
relgen_234d8357fb8549e5be8b,entity_CP_QC_038,category_QC,BELONGS_TO,属于,青黄釉加黑彩小鸡型口笛,青瓷,广东民间工艺博物馆官网
relgen_bba346cbcaf6046cbce0,entity_CP_QC_039,category_QC,BELONGS_TO,属于,棕黄釉包袱型鸡冠壶,青瓷,广东民间工艺博物馆官网
relgen_979d8b455d422203db85,entity_CP_QC_040,category_QC,BELONGS_TO,属于,越窑青釉五管瓶,青瓷,广东民间工艺博物馆官网
relgen_480cdb0296a6b99b98fd,entity_CP_QC_041,category_QC,BELONGS_TO,属于,灰青釉辟邪水注,青瓷,广东民间工艺博物馆官网
relgen_85ee3ca11a8b1424e2c1,entity_CP_QC_042,category_QC,BELONGS_TO,属于,龙泉窑青黄釉雕镂狮马鹿暖碗,青瓷,广东民间工艺博物馆官网
relgen_0c35aa300fdbf2fe3060,entity_CP_QC_043,category_QC,BELONGS_TO,属于,临汝窑青釉刻花草盘,青瓷,广东民间工艺博物馆官网
relgen_f48877bf1f9c9c50dacb,entity_CP_QC_044,category_QC,BELONGS_TO,属于,青白釉刻花洗,青瓷,广东民间工艺博物馆官网
relgen_c31af2493fb02b40fa0b,entity_CP_QC_045,category_QC,BELONGS_TO,属于,青釉仿铜器三足鼎,青瓷,广东民间工艺博物馆官网
relgen_a77aa7598e493222c384,entity_CP_QC_046,category_QC,BELONGS_TO,属于,龙泉窑青釉刻花五管瓶,青瓷,广东民间工艺博物馆官网
relgen_49661bb5446ae21a5976,entity_CP_QC_047,category_QC,BELONGS_TO,属于,耀州窑青釉刻花碗,青瓷,广东民间工艺博物馆官网
relgen_1532ab1959e75fe5a49f,entity_CP_QC_048,category_QC,BELONGS_TO,属于,龙泉窑青釉刻印缠枝花碗,青瓷,广东民间工艺博物馆官网
relgen_59a19feaf65cd3e4ecff,entity_CP_QC_049,category_QC,BELONGS_TO,属于,龙泉窑青绿釉刻莲花炉,青瓷,广东民间工艺博物馆官网
relgen_f850219241c48f7dad74,entity_CP_QC_050,category_QC,BELONGS_TO,属于,龙泉窑青釉刻花卉碗,青瓷,广东民间工艺博物馆官网
relgen_439860408c07037b4228,entity_CP_QC_051,category_QC,BELONGS_TO,属于,龙泉窑青黄釉刻莲瓣五管瓶,青瓷,广东民间工艺博物馆官网
relgen_ad96fe1be610e4058add,entity_CP_QC_052,category_QC,BELONGS_TO,属于,龙泉窑青釉印芙蓉花口盘,青瓷,广东民间工艺博物馆官网
relgen_1c9c9ddee4f00ebb2740,entity_CP_QC_053,category_QC,BELONGS_TO,属于,淡青釉双兽头耳罐,青瓷,广东民间工艺博物馆官网
relgen_290b1bd73802ac107870,entity_CP_QC_054,category_QC,BELONGS_TO,属于,龙泉窑青绿釉波斯香水瓶,青瓷,广东民间工艺博物馆官网
relgen_819016a55f441fa6fc83,entity_CP_QC_055,category_QC,BELONGS_TO,属于,青釉印网纹三兽足盆,青瓷,广东民间工艺博物馆官网
relgen_94f75bb090ccdd08af35,entity_CP_QC_056,category_QC,BELONGS_TO,属于,湖田窑青白釉盏托,青瓷,广东民间工艺博物馆官网
relgen_88906009c858bc857dfc,entity_CP_QC_057,category_QC,BELONGS_TO,属于,青黄釉三足盉,青瓷,广东民间工艺博物馆官网
relgen_b07586584a0f892015de,entity_CP_QC_058,category_QC,BELONGS_TO,属于,龙泉窑黄釉贴佛像瓶,青瓷,广东民间工艺博物馆官网
relgen_46895c846d9e14d3ce22,entity_CP_QC_059,category_QC,BELONGS_TO,属于,元龙泉窑青黄釉刻莲瓣纹暖碗,青瓷,广东民间工艺博物馆官网
relgen_9ea5f094ed5b0c4bddd5,entity_CP_QC_060,category_QC,BELONGS_TO,属于,宋钧窑紫斑釉六角洗,青瓷,广东民间工艺博物馆官网
relgen_4c3a215d4abcdad11cc2,entity_CP_QC_061,category_QC,BELONGS_TO,属于,明龙泉窑粉青釉观音北帝神龛,青瓷,广东民间工艺博物馆官网
relgen_83d3b2e8dc0712f8ca06,entity_CP_QC_062,category_QC,BELONGS_TO,属于,唐长沙铜官窑贴人物纹执壶,青瓷,广东民间工艺博物馆官网
relgen_bcfc290f2818caec5cfd,entity_CP_QC_063,category_QC,BELONGS_TO,属于,晋青釉虎子,青瓷,广东民间工艺博物馆官网
relgen_be389c7b239cc331c38d,entity_CP_QC_064,category_QC,BELONGS_TO,属于,西汉青釉仿铜器三足鼎,青瓷,广东民间工艺博物馆官网
relgen_ad7ea5d1349a70f64ac7,entity_CP_QC_065,category_QC,BELONGS_TO,属于,清晚期灰青釉绘云鹤纹罐,青瓷,广东民间工艺博物馆官网
relgen_57f0f6163c910d7fd370,entity_CP_QC_066,category_QC,BELONGS_TO,属于,辽棕黄釉包袱型鸡冠壶,青瓷,广东民间工艺博物馆官网
relgen_feeed4d606d0b22f76f3,entity_CP_QC_067,category_QC,BELONGS_TO,属于,五代岳州窑黄釉高足杯,青瓷,广东民间工艺博物馆官网
relgen_7a5e44b0424ad66c6d5b,entity_CP_QC_068,category_QC,BELONGS_TO,属于,明成化龙泉窑青釉刻印缠枝花纹碗,青瓷,广东民间工艺博物馆官网
relgen_21d92d1b964ee091a4d3,entity_CP_QC_069,category_QC,BELONGS_TO,属于,北宋龙泉窑青黄釉刻莲瓣纹五管瓶,青瓷,广东民间工艺博物馆官网
relgen_596448766ca66002e3d7,entity_CP_SWT_001,category_SWT,BELONGS_TO,属于,石湾窑石榴红釉海棠形盆,石湾陶,广东民间工艺博物馆官网
relgen_f922f540d294f967203c,entity_CP_SWT_002,category_SWT,BELONGS_TO,属于,石湾窑黄釉几,石湾陶,广东民间工艺博物馆官网
relgen_95778a85b8f4b20cdda5,entity_CP_SWT_003,category_SWT,BELONGS_TO,属于,石湾窑黄褐釉龙纹方鼎,石湾陶,广东民间工艺博物馆官网
relgen_0106acbf6c98521e2628,entity_CP_SWT_004,category_SWT,BELONGS_TO,属于,石湾窑粉蓝釉兽耳方瓶,石湾陶,广东民间工艺博物馆官网
relgen_73972c80d78532226623,entity_CP_SWT_005,category_SWT,BELONGS_TO,属于,石湾窑仿舒窑赵公明,石湾陶,广东民间工艺博物馆官网
relgen_ee32447afa5f0a00f6cc,entity_CP_SWT_006,category_SWT,BELONGS_TO,属于,石湾窑白釉钟馗,石湾陶,广东民间工艺博物馆官网
relgen_cc871eb28f5392f68bd0,entity_CP_SWT_007,category_SWT,BELONGS_TO,属于,石湾窑石榴红釉双鱼瓶,石湾陶,广东民间工艺博物馆官网
relgen_980d796edc1845f63993,entity_CP_SWT_008,category_SWT,BELONGS_TO,属于,石湾窑翠毛釉莲叶洗,石湾陶,广东民间工艺博物馆官网
relgen_625345645b0cdb23d70c,entity_CP_SWT_009,category_SWT,BELONGS_TO,属于,石湾窑葱白釉持经观音,石湾陶,广东民间工艺博物馆官网
relgen_07bb7326ca61b75907bb,entity_CP_SWT_010,category_SWT,BELONGS_TO,属于,石湾窑仿舒窑猫捉老鼠花插,石湾陶,广东民间工艺博物馆官网
relgen_4aaacdcc592519dff57c,entity_CP_SWT_011,category_SWT,BELONGS_TO,属于,石湾窑钧蓝釉达摩,石湾陶,广东民间工艺博物馆官网
relgen_f8df38c2f56b81adcb54,entity_CP_SWT_012,category_SWT,BELONGS_TO,属于,石湾窑孔子,石湾陶,广东民间工艺博物馆官网
relgen_8ccf12d30fd3da7de7c1,entity_CP_SWT_013,category_SWT,BELONGS_TO,属于,石湾窑宝蓝釉绶带鸟,石湾陶,广东民间工艺博物馆官网
relgen_356554193b09b68ebbb5,entity_CP_SWT_014,category_SWT,BELONGS_TO,属于,石湾窑黑猫,石湾陶,广东民间工艺博物馆官网
relgen_647119c7e4efcb0dd035,entity_CP_SWT_015,category_SWT,BELONGS_TO,属于,石湾窑石榴红釉鹰,石湾陶,广东民间工艺博物馆官网
relgen_d05bb75617c9ed8446ff,entity_CP_SWT_016,category_SWT,BELONGS_TO,属于,石湾窑卞庄打两虎,石湾陶,广东民间工艺博物馆官网
relgen_a60137c68d4320c5b758,entity_CP_SWT_017,category_SWT,BELONGS_TO,属于,石湾窑仿磁州窑天球瓶,石湾陶,广东民间工艺博物馆官网
relgen_e24670aeea804ee61e39,entity_CP_SWT_018,category_SWT,BELONGS_TO,属于,石湾窑白釉琮瓶,石湾陶,广东民间工艺博物馆官网
relgen_a339a8f162ba1b6e7cd0,entity_CP_SWT_019,category_SWT,BELONGS_TO,属于,石湾窑绿釉刻人物兽头耳瓶,石湾陶,广东民间工艺博物馆官网
relgen_1e2a0a1e035fae7824b5,entity_CP_SWT_020,category_SWT,BELONGS_TO,属于,石湾窑石榴红釉狮,石湾陶,广东民间工艺博物馆官网
relgen_adedfdcfd6fe3c7f952f,entity_CP_SWT_021,category_SWT,BELONGS_TO,属于,石湾窑翠毛釉鳜鱼瓶,石湾陶,广东民间工艺博物馆官网
relgen_88d7baec95ca0f7e9bbf,entity_CP_SWT_022,category_SWT,BELONGS_TO,属于,石湾窑钧蓝釉瞌睡老人,石湾陶,广东民间工艺博物馆官网
relgen_e788e869a10d467bae56,entity_CP_SWT_023,category_SWT,BELONGS_TO,属于,石湾窑石榴红釉持桃寿星,石湾陶,广东民间工艺博物馆官网
relgen_cf4ba70e33316ff57c82,entity_CP_SWT_024,category_SWT,BELONGS_TO,属于,石湾窑钧蓝釉石山,石湾陶,广东民间工艺博物馆官网
relgen_e817ad423a8fb8fdb2bb,entity_CP_SWT_025,category_SWT,BELONGS_TO,属于,石湾窑紫钧釉鹌鹑,石湾陶,广东民间工艺博物馆官网
relgen_b5fe62a385c8c7d6caf6,entity_CP_SWT_026,category_SWT,BELONGS_TO,属于,石湾窑石榴红釉铁拐李,石湾陶,广东民间工艺博物馆官网
relgen_be3ace0cfcd8c85d94b3,entity_CP_SWT_027,category_SWT,BELONGS_TO,属于,石湾窑青釉布袋佛,石湾陶,广东民间工艺博物馆官网
relgen_eb14d8ef70ff099e33a0,entity_CP_SWT_028,category_SWT,BELONGS_TO,属于,《张良晋履》摆件,石湾陶,广东民间工艺博物馆官网
relgen_75bc04fd278326814081,entity_CP_SWT_029,category_SWT,BELONGS_TO,属于,石湾窑翠毛釉梅瓶,石湾陶,广东民间工艺博物馆官网
relgen_440bb612d3235ebf1295,entity_CP_SWT_030,category_SWT,BELONGS_TO,属于,石湾窑粉青釉兽头耳瓶,石湾陶,广东民间工艺博物馆官网
relgen_ae3c592b2311536e31c4,entity_CP_SWT_031,category_SWT,BELONGS_TO,属于,石湾窑宝蓝釉写山水瓶,石湾陶,广东民间工艺博物馆官网
relgen_6169e613576f7acaeaf4,entity_CP_SWT_032,category_SWT,BELONGS_TO,属于,石湾窑仿哥窑铁拐李,石湾陶,广东民间工艺博物馆官网
relgen_d62d301b138ee59c1fec,entity_CP_SWT_033,category_SWT,BELONGS_TO,属于,石湾窑天青釉凤耳瓶,石湾陶,广东民间工艺博物馆官网
relgen_bb9a037765f9d4733e9d,entity_CP_SWT_034,category_SWT,BELONGS_TO,属于,石湾窑红釉双耳扁瓶,石湾陶,广东民间工艺博物馆官网
relgen_0c511aedb26bd85f4f3b,entity_CP_SWT_035,category_SWT,BELONGS_TO,属于,石湾窑仿磁州窑绘花酒缸,石湾陶,广东民间工艺博物馆官网
relgen_5597bf53b40fab17161f,entity_CP_SWT_036,category_SWT,BELONGS_TO,属于,石湾窑五彩釉持经坐莲观音,石湾陶,广东民间工艺博物馆官网
relgen_edf7731299aa50f31b66,entity_CP_SWT_037,category_SWT,BELONGS_TO,属于,石湾窑青花绘花鸟诗文六角笔插,石湾陶,广东民间工艺博物馆官网
relgen_e456a0eb47138a64238f,entity_CP_SWT_038,category_SWT,BELONGS_TO,属于,石湾窑白釉布袋罗汉,石湾陶,广东民间工艺博物馆官网
relgen_9e751602e36176350f07,entity_CP_SWT_039,category_SWT,BELONGS_TO,属于,石湾窑葱白釉万字纹茶叶罐,石湾陶,广东民间工艺博物馆官网
relgen_6c1bda3b09dee5fbe253,entity_CP_SWT_040,category_SWT,BELONGS_TO,属于,石湾窑红釉坐鹿寿星,石湾陶,广东民间工艺博物馆官网
relgen_4b8424f66622ec4800e9,entity_CP_SWT_041,category_SWT,BELONGS_TO,属于,石湾窑豹皮斑釉象耳瓶,石湾陶,广东民间工艺博物馆官网
relgen_5585e3b59965ec83db9f,entity_CP_SWT_042,category_SWT,BELONGS_TO,属于,石湾窑粉青釉雕太白酣酒扁瓶,石湾陶,广东民间工艺博物馆官网
relgen_dfc1a00f001545ad6387,entity_CP_SWT_043,category_SWT,BELONGS_TO,属于,石湾窑石榴红釉狮子,石湾陶,广东民间工艺博物馆官网
relgen_4641195f6296bbf3c2ab,entity_CP_SWT_044,category_SWT,BELONGS_TO,属于,石湾窑彩釉双鱼瓶,石湾陶,广东民间工艺博物馆官网
relgen_2562ae5b0d4cc15b5c38,entity_CP_SWT_045,category_SWT,BELONGS_TO,属于,石湾窑翠毛釉象耳瓶,石湾陶,广东民间工艺博物馆官网
relgen_429b9c384119d12716b7,entity_CP_SWT_046,category_SWT,BELONGS_TO,属于,石湾窑白釉持瓶观音,石湾陶,广东民间工艺博物馆官网
relgen_5c4553d0fc815f603fac,entity_CP_SWT_047,category_SWT,BELONGS_TO,属于,石湾窑钧蓝釉梅瓶,石湾陶,广东民间工艺博物馆官网
relgen_2a6a49f2108216f911de,entity_CP_SWT_048,category_SWT,BELONGS_TO,属于,石湾窑铁锈釉石山,石湾陶,广东民间工艺博物馆官网
relgen_5ecc7abe3132ef858587,entity_CP_SWT_049,category_SWT,BELONGS_TO,属于,石湾窑紫钧釉兽头耳瓶,石湾陶,广东民间工艺博物馆官网
relgen_15f0fc7f3806a3d03634,entity_CP_SWT_050,category_SWT,BELONGS_TO,属于,石湾窑黑斑釉象耳瓶,石湾陶,广东民间工艺博物馆官网
relgen_8a93a27e478e00453d69,entity_CP_SWT_051,category_SWT,BELONGS_TO,属于,石湾窑石榴红釉熊,石湾陶,广东民间工艺博物馆官网
relgen_6dceb0ac64dc25e22c39,entity_CP_SWT_052,category_SWT,BELONGS_TO,属于,石湾窑红釉竹雀笔插,石湾陶,广东民间工艺博物馆官网
relgen_d994dbe005f92338001b,entity_CP_SWT_053,category_SWT,BELONGS_TO,属于,石湾窑黄釉兽头耳三足炉,石湾陶,广东民间工艺博物馆官网
relgen_a1d32db50392d8d96426,entity_CP_SWT_054,category_SWT,BELONGS_TO,属于,石湾窑珍珠熊,石湾陶,广东民间工艺博物馆官网
relgen_21606ac8145ac97b9f63,entity_CP_SWT_055,category_SWT,BELONGS_TO,属于,石湾窑石榴红釉和合二仙,石湾陶,广东民间工艺博物馆官网
relgen_cab0074f3f317efcfa90,entity_CP_SWT_056,category_SWT,BELONGS_TO,属于,石湾窑茶叶末釉双蛟瓶,石湾陶,广东民间工艺博物馆官网
relgen_226c88d1a42e0a38f7af,entity_CP_SWT_057,category_SWT,BELONGS_TO,属于,石湾窑仿舒窑角瑞,石湾陶,广东民间工艺博物馆官网
relgen_e7d2079ddc81eed9934b,entity_CP_SWT_058,category_SWT,BELONGS_TO,属于,石湾窑石榴红釉山峰笔架,石湾陶,广东民间工艺博物馆官网
relgen_c886f4666c85a2fb8e9d,entity_CP_SWT_059,category_SWT,BELONGS_TO,属于,石湾窑茶叶末釉觚形瓶,石湾陶,广东民间工艺博物馆官网
relgen_a87a0a1d660e8dafac3c,entity_CP_SWT_060,category_SWT,BELONGS_TO,属于,石湾窑玫瑰紫釉双蛟蒜头瓶,石湾陶,广东民间工艺博物馆官网
relgen_f08c16975fe1ac0c038f,entity_CP_SWT_061,category_SWT,BELONGS_TO,属于,石湾窑钧蓝釉苏武牧羊,石湾陶,广东民间工艺博物馆官网
relgen_68c8eeee3ef78b75ac40,entity_CP_SWT_062,category_SWT,BELONGS_TO,属于,石湾窑红釉凤耳瓶,石湾陶,广东民间工艺博物馆官网
relgen_0450ed578370c44ea476,entity_CP_SWT_063,category_SWT,BELONGS_TO,属于,石湾窑斑釉梅瓶,石湾陶,广东民间工艺博物馆官网
relgen_d100dce09105d0dc289e,entity_CP_SWT_064,category_SWT,BELONGS_TO,属于,石湾窑玳瑁釉兽头耳瓶,石湾陶,广东民间工艺博物馆官网
